"","entry","module","genes","pathway","module_info","pathway_info"
"1284","mmu:66848","","Fuca2, 0610025O11Rik, 5530401P20Rik","mmu00511","","Other glycan degradation"
"1285","mmu:71665","","Fuca1, 0610006A03Rik, 9530055J05Rik, Afu, Afuc, Fuca","mmu00511","","Other glycan degradation"
"1286","mmu:73744","","Man2c1, 1110025H24Rik","mmu00511","","Other glycan degradation"
"1287","mmu:20442","","St3gal1, 5330418N22Rik, AI467004, ST3, ST3GalI, Si, Siat4, Siat4a, St3gal-1","mmu00512, mmu00533, mmu00603, mmu00604","","Mucin type O-glycan biosynthesis, Glycosaminoglycan biosynthesis - keratan sulfate, Glycosphingolipid biosynthesis - globo and isoglobo series, Glycosphingolipid biosynthesis - ganglio series"
"1288","mmu:20444","","St3gal2, AI429591, AW822065, ST3, ST3GalII, Si, Siat5","mmu00512, mmu00533, mmu00603, mmu00604","","Mucin type O-glycan biosynthesis, Glycosaminoglycan biosynthesis - keratan sulfate, Glycosphingolipid biosynthesis - globo and isoglobo series, Glycosphingolipid biosynthesis - ganglio series"
"1289","mmu:20445","","St6galnac1, Si, Siat7a","mmu00512","","Mucin type O-glycan biosynthesis"
"1290","mmu:56336","","B4galt5, 9430078I07Rik, AW049941, AW539721","mmu00512","","Mucin type O-glycan biosynthesis"
"1291","mmu:20441","","St3gal3, ST3GalIII, ST3N, Si, Siat3, Siat6","mmu00513, mmu00514, mmu00515, mmu00533, mmu00601","","Various types of N-glycan biosynthesis, Other types of O-glycan biosynthesis, Mannose type O-glycan biosynthesis, Glycosaminoglycan biosynthesis - keratan sulfate, Glycosphingolipid biosynthesis - lacto and neolacto series"
"1292","mmu:330406","","B4galnt3, AB114826, B4GalNAcT3, C330047A21","mmu00513","","Various types of N-glycan biosynthesis"
"1293","mmu:330671","","B4galnt4, Gm1095, NGalNAc-T1, beta4GalNAcT4","mmu00513","","Various types of N-glycan biosynthesis"
"1294","mmu:68947","","Chst8, 1500011J21Rik, AI426009, GalNAc","mmu00513","","Various types of N-glycan biosynthesis"
"1295","mmu:71367","","Chst9, 5430438D01Rik, GalNAc, GalNAc4ST-2, galNAc-4-ST2","mmu00513","","Various types of N-glycan biosynthesis"
"1296","mmu:101351","","Eogt, A130022J15Rik, AI447490, AW214473, AW259391, Aer61","mmu00514","","Other types of O-glycan biosynthesis"
"1297","mmu:108155","","Ogt, 1110038P24Rik, 4831420N21Rik, AI115525, OG, Ogtl","mmu00514","","Other types of O-glycan biosynthesis"
"1298","mmu:140484","","Pofut1, O-FucT-, O-FucT-1, mKIAA0180","mmu00514","","Other types of O-glycan biosynthesis"
"1299","mmu:16848","","Lfng, AW061165","mmu00514","","Other types of O-glycan biosynthesis"
"1300","mmu:17305","","Mfng, AW546563","mmu00514","","Other types of O-glycan biosynthesis"
"1301","mmu:19719","","Rfng","mmu00514","","Other types of O-glycan biosynthesis"
"1302","mmu:223827","","Gxylt1, Glt8d, Glt8d3, Gm1228, Gm87","mmu00514","","Other types of O-glycan biosynthesis"
"1303","mmu:224143","","Poglut1, 9630046K23Rik, Clp46, Ktelc, Ktelc1, Ru, Rumi, w, wsnp","mmu00514","","Other types of O-glycan biosynthesis"
"1304","mmu:232313","","Gxylt2, Glt8d, Glt8d4, Gm152","mmu00514","","Other types of O-glycan biosynthesis"
"1305","mmu:268880","","Xxylt1, AI4806, AI480653","mmu00514","","Other types of O-glycan biosynthesis"
"1306","mmu:381694","","B3glct, B3ga, B3galtl, Gm1057, beta3Glc-T","mmu00514","","Other types of O-glycan biosynthesis"
"1307","mmu:80294","","Pofut2, 2310011G23Rik, AI256847, BC003494, C21orf80, FUT13","mmu00514","","Other types of O-glycan biosynthesis"
"1308","mmu:14345","","Fut4, AI451562, CD15, F, FAL, FucT-, FucT-IV, LeX, SSE, SSEA-1, Ss, Ssea1","mmu00515, mmu00601","","Mannose type O-glycan biosynthesis, Glycosphingolipid biosynthesis - lacto and neolacto series"
"1309","mmu:14348","","Fut9, AI746471, AU067636, mFUT9, mFuc-TI, mFuc-TIX","mmu00515, mmu00601, mmu00603","","Mannose type O-glycan biosynthesis, Glycosphingolipid biosynthesis - lacto and neolacto series, Glycosphingolipid biosynthesis - globo and isoglobo series"
"1310","mmu:280645","","B3gat2, GlcA, GlcAT-S, Glcats","mmu00515","","Mannose type O-glycan biosynthesis"
"1311","mmu:68273","","Pomgnt1, 0610016I07Rik, 4930467B06Rik","mmu00515","","Mannose type O-glycan biosynthesis"
"1312","mmu:76898","","B3gat1, 0710007K08Rik, AI846286, GlcA, GlcAT-P, Glcatp, Hnk1","mmu00515","","Mannose type O-glycan biosynthesis"
"1313","mmu:98388","","Chst10, AI507003, AU041319, Hnk-1, Hnk-1st, S, ST","mmu00515","","Mannose type O-glycan biosynthesis"
"1314","mmu:109754","","Cyb5r3, 0610016L08Rik, 2500002N19Rik, B5R, C85115, Di, Dia, Dia-1, Dia1, WU:Cyb5r3","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1315","mmu:12763","","Cmah","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1316","mmu:12764","","Cmas, AW208911, CMPNeu5Ac, D6Bwg0250e","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1317","mmu:19703","","Renbp, Age, Rnbp","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1318","mmu:229688","","Chil6, BYm, Chil8","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1319","mmu:230582","","Cyb5rl, 2810410C14Rik","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1320","mmu:245847","","Amdhd2, 5730457F11Rik","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1321","mmu:26384","","Gnpda1, G, GNPDA, Gn, Gnp1, Gnpi, o, oscillin","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1322","mmu:266690","","Cyb5r4, 2810034J18Rik, B5+B5, B5+B5R, C79736, Cb5cb5r, Ncb, Ncb5or, b5/b5, b5/b5r, b5b5r","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1323","mmu:320635","","Cyb5r2, D630003K02Rik, b5R.2","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1324","mmu:50798","","Gne, 2310066H07Rik, DMRV, GLCNE, IBM2, NM, Uae1","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1325","mmu:56174","","Nagk, Gnk","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1326","mmu:67311","","Nanp, 1600031M04Rik, Hdhd4","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1327","mmu:67883","","Uxs1, 1600025I13Rik, AI451869, AI649125, AW550562","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1328","mmu:67980","","Gnpda2, 4921523I18Rik, 4933412A11Rik, BB189630, GNPDA, Gn, Gnp2, Sb52, mKIAA4008","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1329","mmu:71884","","Chit1, 2300002L19Rik","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1330","mmu:72017","","Cyb5r1, 1500005G05Rik, B5R., B5R.1, C80155, Nqo, Nqo3a2","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1331","mmu:74091","","Npl, 0610033B02Rik","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1332","mmu:81600","","Chia1, 2200003E03Rik, AMC, AMCase, Ch, Chia, Y, YNL","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1333","mmu:94181","","Nans, 4632418E04Rik, BB056474, Sas","mmu00520","","Amino sugar and nucleotide sugar metabolism"
"1334","mmu:212898","","Dse, 6030499O08, AI480506, B130024B19Rik, DS-e, DS-epi1, Sa, Sart2","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1335","mmu:338362","","Ust, D930010O20Rik, UA2, UA2OST","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1336","mmu:53374","","Chst3, C6S, C6ST, C6ST-, C6ST-1, GST-, GST-0","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1337","mmu:58250","","Chst11, 1110020P09Rik, C4ST, C4ST-, C4ST-1, C4ST1, C4s","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1338","mmu:59031","","Chst12, AI595374, C4S-, C4S-2, C4ST, C4ST-, C4ST2","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1339","mmu:60322","","Chst7, 2600013M07Rik, C6ST-, C6ST-2, GST, GST5, Gn6st-4, glcNAc6ST-4","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1340","mmu:71797","","Chst13, 1110067M19Rik, C4ST-, C4ST-3, Chst1","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1341","mmu:72136","","Chst14, 2600016L03Rik, D4ST-, D4ST-1, D4st, D4st1","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1342","mmu:77590","","Chst15, 4631426J05Rik, BRAG, GalNA, GalNAc4S-6ST, GalNAcS-6ST, MAd, MAd5, mKIAA0598","mmu00532","","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"1343","mmu:227327","","B3gnt7, C330001H22Rik, beta-3Gn, beta-3GnT7","mmu00533","","Glycosaminoglycan biosynthesis - keratan sulfate"
"1344","mmu:26887","","Chst4, GST-, GST-3, Gn6st-2, HEC-GlcNAc6ST","mmu00533","","Glycosaminoglycan biosynthesis - keratan sulfate"
"1345","mmu:53625","","B3gnt2, AA408337, AA409404, AW260308, B3Gal, B3Galt6, B3gnt, B3gnt1, BGnT-1, BGnT-2, BGnT1, BGnT2, Beta3gnt","mmu00533, mmu00601","","Glycosaminoglycan biosynthesis - keratan sulfate, Glycosphingolipid biosynthesis - lacto and neolacto series"
"1346","mmu:54371","","Chst2, AI428561, AW121776, C130041E03Rik, Chts2, GST-, GST-2, GlcNAc6ST, Gn6, Gn6st","mmu00533","","Glycosaminoglycan biosynthesis - keratan sulfate"
"1347","mmu:56773","","Chst5, AI173964, GST-, GST-4, Gn6st-3, I-GlcN, I-GlcNAc-6-ST","mmu00533","","Glycosaminoglycan biosynthesis - keratan sulfate"
"1348","mmu:76969","","Chst1, 2610008E20Rik, AW125896, C6S, C6ST, GST-, GST-1, Gst1, KS6ST, KSGA, KSGAL6ST, KSST","mmu00533","","Glycosaminoglycan biosynthesis - keratan sulfate"
"1349","mmu:15476","","Hs3st1, 3-O, 3-Ost, D5Wsu110, D5Wsu110e, Hsg3ost","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1350","mmu:15478","","Hs3st3a1, 3Os, 3Ost3a, Hs3st3a","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1351","mmu:195646","","Hs3st2, 6430516N12Rik, A830061E14Rik, AW491345","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1352","mmu:23908","","Hs2st1, 2OST, AW214369, Hs2, Hs2st, mKIAA0448","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1353","mmu:319415","","Hs3st5, D930005L05Rik, Gm1151, Hs3ost5","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1354","mmu:50785","","Hs6st1, 6OS, 6Ost1","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1355","mmu:50786","","Hs6st2, 6OS, 6OST2","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1356","mmu:50787","","Hs6st3, 6OS, 6OST3, HS6ST-3","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1357","mmu:54710","","Hs3st3b1, 3-OST-, 3-OST-3B, 3OST3, 3OST3B1, 3Ost, 3Ost3b, AU041882, AW536289, HS3ST3, Hs3st3b, m3-OST-, m3-OST-3B","mmu00534","","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"1358","mmu:104418","","Dgkz, E130307B02Rik, F730209L11Rik, mDGK[z]","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1359","mmu:110197","","Dgkg, 2900055E17Rik, 90kDa, AI854428, Dagk, Dagk3, E430001K23Rik, mKIAA4131","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1360","mmu:110524","","Dgkq, 110kD, 110kDa, DAGK, DAGK7, Dagk4, Dgkd","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1361","mmu:13139","","Dgka, 80kDa, AW146112, Dagk, Dagk1","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1362","mmu:14625","","Gykl1, AI449806, Gk-r, Gk-rs1","mmu00561","","Glycerolipid metabolism"
"1363","mmu:14626","","Gk2, GKTA, Gk-r, Gk-rs2","mmu00561","","Glycerolipid metabolism"
"1364","mmu:14933","","Gk, D930012N15Rik, Gyk","mmu00561","","Glycerolipid metabolism"
"1365","mmu:16956","","Lpl","mmu00561","","Glycerolipid metabolism"
"1366","mmu:217480","","Dgkb, 6430574F24, 90kda, C630029D13Rik, DAGK2, DGK, DGK-bet, DGK-beta, mKIAA0718","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1367","mmu:227333","","Dgkd, AI841987, D330025K09, DGKdel, DGKdelta, dgkd-2","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1368","mmu:233549","","Mogat2, DGAT2, DGAT2L5, MGAT2, Mgat, Mgat1l","mmu00561","","Glycerolipid metabolism"
"1369","mmu:320127","","Dgki, 6430604M11R, 6430604M11Rik, C130010K08Rik","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1370","mmu:331374","","Dgkk, Gm360","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1371","mmu:380921","","Dgkh, 5930402B05Rik, D130015C16, DGK","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1372","mmu:56077","","Dgke, C87606, DAGK, DAGK6, DGK, DGK-epsilon","mmu00561, mmu00564","","Glycerolipid metabolism, Glycerophospholipid metabolism"
"1373","mmu:68393","","Mogat1, 0610030A14Rik, 1110064N14Rik, Dgat2, Dgat2l, Dgat2l1, MGAT, MGAT1, WI1-2612I11.1, mDC2","mmu00561","","Glycerolipid metabolism"
"1374","mmu:69923","","Agk, 2610037M15Rik, 6720408I04Rik, AI465370, MuL, Mulk","mmu00561","","Glycerolipid metabolism"
"1375","mmu:101490","","Inpp5f, 5830435P03Rik, AI115354, AW561896, SA, SAC2, cI-2, cI-27, hSAC2, mKIAA0966","mmu00562","","Inositol phosphate metabolism"
"1376","mmu:103199","","Fig4, A530089I17Rik, AI326867, Sac3","mmu00562","","Inositol phosphate metabolism"
"1377","mmu:104015","","Synj1, A930006D20Rik, AA675315, mKIAA0910","mmu00562","","Inositol phosphate metabolism"
"1378","mmu:108083","","Pip4k2b, AI848124, PI5P4K, PI5P4Kbeta, Pip5, Pip5k2b, c11","mmu00562","","Inositol phosphate metabolism"
"1379","mmu:117150","","Pip4k2c, Pip5, Pip5k2c","mmu00562","","Inositol phosphate metabolism"
"1380","mmu:16330","","Inpp5b, 5PTase, 75kD, AW260155, INPP5P","mmu00562","","Inositol phosphate metabolism"
"1381","mmu:16331","","Inpp5d, S, SH, SHI, SHIP, SHIP-1, SHIP1, SIP-145, p150Ship, s-, s-SHIP","mmu00562","","Inositol phosphate metabolism"
"1382","mmu:16332","","Inppl1, 51C, SH, SHIP2","mmu00562","","Inositol phosphate metabolism"
"1383","mmu:170749","","Mtmr4, AA596759, ESTM4, ESTM44, FYVE-D, FYVE-DSP2, ZFYVE1, ZFYVE11, mKIAA0647","mmu00562","","Inositol phosphate metabolism"
"1384","mmu:170835","","Inpp5j, Pi, Pib5pa, Pipp","mmu00562","","Inositol phosphate metabolism"
"1385","mmu:17772","","Mtm1, AF073996, Mtm, mKIAA4176","mmu00562","","Inositol phosphate metabolism"
"1386","mmu:18704","","Pik3c2a, Cpk-m, PI3K, PI3KC2","mmu00562","","Inositol phosphate metabolism"
"1387","mmu:18705","","Pik3c2g, C80387, PI3K-C2-gamma","mmu00562","","Inositol phosphate metabolism"
"1388","mmu:18706","","Pik3ca, 6330412C24Rik, caP, caPI3K, p110, p110alpha","mmu00562","","Inositol phosphate metabolism"
"1389","mmu:18707","","Pik3cd, 2410099E07Rik, 2610208K16Rik, AW545373, p110de, p110delta","mmu00562","","Inositol phosphate metabolism"
"1390","mmu:18711","","Pikfyve, 5230400C17Rik, P, Pip, Pip5k, Pip5k3, Pipk5k3, PipkIII, p235","mmu00562","","Inositol phosphate metabolism"
"1391","mmu:18718","","Pip4k2a, AW742916, Pip, Pip5k2a","mmu00562","","Inositol phosphate metabolism"
"1392","mmu:19062","","Inpp5k, C62, Pps, SKIP","mmu00562","","Inositol phosphate metabolism"
"1393","mmu:19211","","Pten, 2310035O07Rik, A130070J02Rik, AI463227, B430203M17Rik, MMAC, MMAC1, PTENbeta, TEP, TEP1","mmu00562","","Inositol phosphate metabolism"
"1394","mmu:20975","","Synj2, AI481647, SJ, SJ2, mKIAA0348","mmu00562","","Inositol phosphate metabolism"
"1395","mmu:219135","","Mtmr6, 4022440C11Rik, AI428804, AU041072","mmu00562","","Inositol phosphate metabolism"
"1396","mmu:225326","","Pik3c3, 5330434F23Rik, Vp, Vps34","mmu00562","","Inositol phosphate metabolism"
"1397","mmu:240752","","Pik3c2b, C330011J12Rik, Gm199, PI3K-C2b, PI3K-C2beta, PI3KC2beta","mmu00562","","Inositol phosphate metabolism"
"1398","mmu:269437","","Plch1, BC042549, PLC-eta-1, PLCe, PLCeta1, Pl, Plcl3","mmu00562","","Inositol phosphate metabolism"
"1399","mmu:269615","","Plch2, A930027K05Rik, PLCe, PLCeta2, Pl, Plc-eta2, Plcl4","mmu00562","","Inositol phosphate metabolism"
"1400","mmu:30955","","Pik3cg, 5830428L06Rik, PI(3)Kg, PI3K<ga, PI3Kg, PI3Kgamma, p110ga, p110gamma, p120-PI3K","mmu00562","","Inositol phosphate metabolism"
"1401","mmu:320634","","Ocrl, 9530014D17Rik, BB143339, OC, OCRL1","mmu00562","","Inositol phosphate metabolism"
"1402","mmu:52858","","Cdipt, 9530042F15Rik, D7Bwg0575e, Pis, Pis1","mmu00562, mmu00564","","Inositol phosphate metabolism, Glycerophospholipid metabolism"
"1403","mmu:53332","","Mtmr1, AW049210","mmu00562","","Inositol phosphate metabolism"
"1404","mmu:54384","","Mtmr7","mmu00562","","Inositol phosphate metabolism"
"1405","mmu:64436","","Inpp5e, 1200002L24Rik, 72kD, 72kDa, mKIAA0123","mmu00562","","Inositol phosphate metabolism"
"1406","mmu:71780","","Isyna1, 1300017C10Rik, AU018670, IPS_1","mmu00562","","Inositol phosphate metabolism"
"1407","mmu:74302","","Mtmr3, 1700092A20Rik, AI255150, AW557713, FYVE-D, FYVE-DSP1, ZFYVE1, ZFYVE10, mKIAA0371","mmu00562","","Inositol phosphate metabolism"
"1408","mmu:74769","","Pik3cb, 1110001J02Rik, AI447572, p110be, p110beta","mmu00562","","Inositol phosphate metabolism"
"1409","mmu:77116","","Mtmr2, 6030445P13Rik","mmu00562","","Inositol phosphate metabolism"
"1410","mmu:83493","","Sacm1l, SA, SAC1, Sac1p, mKIAA0851","mmu00562","","Inositol phosphate metabolism"
"1411","mmu:97287","","Mtmr14, 1110061O04Rik, AW553738, C76151","mmu00562","","Inositol phosphate metabolism"
"1412","mmu:14731","","Gpaa1, C80044, mGA, mGAA1","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1413","mmu:14756","","Gpld1, 6330541J12Rik, AW546131","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1414","mmu:228812","","Pigu, 5430426F17Rik, BC028278, Cdc91l, Cdc91l1","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1415","mmu:239827","","Pigz, F630022B06Rik","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1416","mmu:241062","","Pgap1, 5033403E17Rik, 9030223K07Rik, A530084K22, D230012E17Rik, PG, o, oto","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1417","mmu:276846","","Pigs, BC058979, Gm393, Gm689","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1418","mmu:329777","","Pigk, 3000001O05Rik, Gm38470, PIG-K","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1419","mmu:433931","","Pigg, Gp, Gpi7","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1420","mmu:78928","","Pigt, 2510012P17Rik, 4930534E15Rik, CGI-0, CGI-06, N, NDAP, Nd, Ndap7","mmu00563","","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"1421","mmu:104759","","Pld4, AI132321, th, thss","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1422","mmu:110911","","Cds2, 5730450N06Rik, 5730460C18Rik, AI854580, D2Wsu127, D2Wsu127e","mmu00564","","Glycerophospholipid metabolism"
"1423","mmu:11423","","Ache","mmu00564","","Glycerophospholipid metabolism"
"1424","mmu:12647","","Chat, B230380D24Rik, CHOACTase","mmu00564","","Glycerophospholipid metabolism"
"1425","mmu:14555","","Gpd1, AI747587, GPD-C, GPDH-C, Gdc-1, Gdc1","mmu00564","","Glycerophospholipid metabolism"
"1426","mmu:14571","","Gpd2, AA408484, AI448216, AU021455, AW494132, GPDH, Gdm1, Gpd-m, Gpdh-m, TISP38","mmu00564","","Glycerophospholipid metabolism"
"1427","mmu:14712","","Gnpat, AU019525, D1Ertd819, D1Ertd819e, DHAPAT","mmu00564","","Glycerophospholipid metabolism"
"1428","mmu:14792","","Lpcat3, C3f, Grcc3, Grcc3f, Lpcat, Lpeat, Lplat5, Lpsat, Mboa, Mboat5, Moact5, Oac, Oact5, PTG","mmu00564","","Glycerophospholipid metabolism"
"1429","mmu:16816","","Lcat, AI046659, D8Wsu61, D8Wsu61e","mmu00564","","Glycerophospholipid metabolism"
"1430","mmu:18777","","Lypla1, APT-1, Gm39587, LPL-I, P, Pla1a","mmu00564","","Glycerophospholipid metabolism"
"1431","mmu:18778","","Pla2g1b, P, Pla2a, sP, sPLA2IB","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1432","mmu:18780","","Pla2g2a, EF, Mom1, Pla2, sPLA2, sPla2-IIA","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1433","mmu:18781","","Pla2g2c","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1434","mmu:18782","","Pla2g2d, GIID, GIID_sPLA2, PLA2IID, S, Splash, mGI, mGIID, sPLA2-IID","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1435","mmu:18783","","Pla2g4a, Pla, Pla2g4, cP, cPL, cPLA2, cPLA2-alpha, cPLA2alpha","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1436","mmu:18784","","Pla2g5, PLA2, s, sPLA2","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1437","mmu:18805","","Pld1, AA536939, C85393, Pl, Pld, Pld1a, Pld1b, mPLD1","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1438","mmu:18806","","Pld2, PLD1C","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1439","mmu:18807","","Pld3, Sam, Sam-9","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1440","mmu:19210","","Ptdss1, AU044268, AW539008, PS, PSS-1, mKIAA0024","mmu00564","","Glycerophospholipid metabolism"
"1441","mmu:192654","","Pla2g15, ACS, C87498, L, LLPL, Lpla2, Ly, Lypla3","mmu00564","","Glycerophospholipid metabolism"
"1442","mmu:210992","","Lpcat1, 2900035H07Rik, Ayt, Aytl2, BB137372, BC005662, C87117, LP, LPCAT, LPCAT-1, lysoPAFAT, mLPCAT1, rd1, rd11","mmu00564, mmu00565","","Glycerophospholipid metabolism, Ether lipid metabolism"
"1443","mmu:211429","","Pla2g4b, A030011C02Rik, Gm1013, cPLA2-beta","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1444","mmu:225845","","Plaat3, AdPLA, C78643, HRSL3, Hr, Hrasls3, Hrev107, MLP-3, Pla2, Pla2g16","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1445","mmu:226856","","Lpgat1, AI649174, AW112037, BC013667","mmu00564","","Glycerophospholipid metabolism"
"1446","mmu:232889","","Pla2g4c, CPLA2-, D7Ertd445e","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1447","mmu:237625","","Pla2g3","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1448","mmu:237928","","Phospho1, D11Moh3, D11Moh36, Phospo1","mmu00564","","Glycerophospholipid metabolism"
"1449","mmu:241274","","Pnpla7, BC027342, E430013P11Rik, N, Nre","mmu00564","","Glycerophospholipid metabolism"
"1450","mmu:26394","","Lypla2, L, LysoII","mmu00564","","Glycerophospholipid metabolism"
"1451","mmu:26565","","Pla2g10, GX_sPLA2, PLA, PLA2GX, mGXs, sPLA2-X","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1452","mmu:26970","","Pla2g2e, mGII","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
"1453","mmu:26971","","Pla2g2f, GIIFsPLA2, mGII, sPLA2-IIF","mmu00564, mmu00565, mmu00590, mmu00591, mmu00592","","Glycerophospholipid metabolism, Ether lipid metabolism, Arachidonic acid metabolism, Linoleic acid metabolism, alpha-Linolenic acid metabolism"
